,experimentVariant,hits
1358,Контрольная,83
1359,Контрольная,66
1360,Контрольная,72
1361,Контрольная,46
1362,Контрольная,82
1363,Контрольная,29
1364,Контрольная,85
1365,Контрольная,96
1366,Контрольная,26
1367,Контрольная,26
1368,Контрольная,28
1369,Контрольная,61
1370,Контрольная,27
1371,Контрольная,31
1372,Контрольная,27
1373,Контрольная,29
1374,Контрольная,37
1375,Контрольная,109
1376,Контрольная,28
1377,Контрольная,76
1378,Контрольная,224
1379,Контрольная,32
1380,Контрольная,184
1381,Контрольная,29
1382,Контрольная,52
1383,Контрольная,56
1384,Контрольная,31
1385,Контрольная,58
1386,Контрольная,70
1387,Контрольная,28
1388,Контрольная,27
1389,Контрольная,69
1390,Контрольная,62
1391,Контрольная,28
1392,Контрольная,27
1393,Контрольная,29
1394,Контрольная,41
1395,Контрольная,27
1396,Контрольная,41
1397,Контрольная,468
1398,Контрольная,130
1399,Контрольная,53
1400,Контрольная,54
1401,Контрольная,39
1402,Контрольная,70
1403,Контрольная,35
1404,Контрольная,65
1405,Контрольная,43
1406,Контрольная,78
1407,Контрольная,41
1408,Контрольная,36
1409,Контрольная,32
1410,Контрольная,31
1411,Контрольная,143
1412,Контрольная,45
1413,Контрольная,35
1414,Контрольная,38
1415,Контрольная,50
1416,Контрольная,65
1417,Контрольная,27
1418,Контрольная,27
1419,Контрольная,28
1420,Контрольная,31
1421,Контрольная,50
1422,Контрольная,87
1423,Контрольная,59
1424,Контрольная,63
1425,Контрольная,51
1426,Контрольная,55
1427,Контрольная,28
1428,Контрольная,77
1429,Контрольная,64
1430,Контрольная,72
1431,Контрольная,45
1432,Контрольная,28
1433,Контрольная,30
1434,Контрольная,26
1435,Контрольная,71
1436,Контрольная,49
1437,Контрольная,72
1438,Контрольная,34
1439,Контрольная,34
1440,Контрольная,41
1441,Контрольная,44
1442,Контрольная,42
1443,Контрольная,27
1444,Контрольная,33
1445,Контрольная,39
1446,Контрольная,58
1447,Контрольная,61
1448,Контрольная,28
1449,Контрольная,29
1450,Контрольная,26
1451,Контрольная,26
1452,Контрольная,68
1453,Контрольная,44
1454,Контрольная,94
1455,Контрольная,138
1456,Контрольная,64
1457,Контрольная,33
1458,Контрольная,27
1459,Контрольная,26
1460,Контрольная,41
1461,Контрольная,48
1462,Контрольная,52
1463,Контрольная,27
1464,Контрольная,27
1465,Контрольная,84
1466,Контрольная,28
1467,Контрольная,50
1468,Контрольная,35
1469,Контрольная,38
1470,Контрольная,40
1471,Контрольная,39
1472,Контрольная,30
1473,Контрольная,26
1474,Контрольная,28
1475,Контрольная,27
1476,Контрольная,53
1477,Контрольная,85
1478,Контрольная,32
1479,Контрольная,53
1480,Контрольная,67
1481,Контрольная,48
